devid,pid,time,diff,data,rawdata,validity 
03,165384,17:6:0:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028608f4f4f4f4f4f4f4f4fe22,valid
07,4073,17:6:0:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000fe9f4f4f4f4f4f4f4f4fedd,valid
04,165718,17:6:0:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028756f4f4f4f4f4f4f4f4fe7d,valid
,0,17:6:0:27,0s,,5d7e001a90007d33a2004127184c936a01ff0a000665f4f4f4f4f4f4f4f4fe,invalid
02,165869,17:6:0:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287edf4f4f4f4f4f4f4f4fe42,valid
09,4148,17:6:0:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001034f4f4f4f4f4f4f4f4fea8,valid
01,165606,17:6:0:40,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286e6f4f4f4f4f4f4f4f4fef1,valid
05,166045,17:6:0:43,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502889df4f4f4f4f4f4f4f4fec7,valid
06,4024,17:6:0:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fb8f4f4f4f4f4f4f4f4fe29,valid
08,4147,17:6:0:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001033f4f4f4f4f4f4f4f4fef1,valid
03,165385,17:6:0:65,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028609f4f4f4f4f4f4f4f4fe21,valid
07,4074,17:6:0:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000feaf4f4f4f4f4f4f4f4fedc,valid
04,165719,17:6:0:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028757f4f4f4f4f4f4f4f4fe7c,valid
0a,1638,17:6:0:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000666f4f4f4f4f4f4f4f4fedd,valid
02,165870,17:6:0:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287eef4f4f4f4f4f4f4f4fe41,valid
09,4149,17:6:0:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001035f4f4f4f4f4f4f4f4fea7,valid
01,165607,17:6:0:92,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286e7f4f4f4f4f4f4f4f4fef0,valid
05,166046,17:6:0:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502889ef4f4f4f4f4f4f4f4fec6,valid
06,4025,17:6:1:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fb9f4f4f4f4f4f4f4f4fe28,valid
08,4148,17:6:1:13,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001034f4f4f4f4f4f4f4f4fef0,valid
03,165386,17:6:1:21,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860af4f4f4f4f4f4f4f4fe20,valid
07,4075,17:6:1:26,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000febf4f4f4f4f4f4f4f4fedb,valid
04,165720,17:6:1:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028758f4f4f4f4f4f4f4f4fe7b,valid
0a,1639,17:6:1:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000667f4f4f4f4f4f4f4f4fedc,valid
02,165871,17:6:1:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287eff4f4f4f4f4f4f4f4fe40,valid
09,4150,17:6:1:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001036f4f4f4f4f4f4f4f4fea6,valid
01,165608,17:6:1:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286e8f4f4f4f4f4f4f4f4feef,valid
05,166047,17:6:1:50,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502889ff4f4f4f4f4f4f4f4fec5,valid
06,4026,17:6:1:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbaf4f4f4f4f4f4f4f4fe27,valid
08,4149,17:6:1:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001035f4f4f4f4f4f4f4f4feef,valid
03,165387,17:6:1:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860bf4f4f4f4f4f4f4f4fe1f,valid
07,4076,17:6:1:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000fecf4f4f4f4f4f4f4f4feda,valid
04,165721,17:6:1:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028759f4f4f4f4f4f4f4f4fe7a,valid
0a,1640,17:6:1:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000668f4f4f4f4f4f4f4f4fedb,valid
02,165872,17:6:1:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f0f4f4f4f4f4f4f4f4fe3f,valid
09,4151,17:6:1:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001037f4f4f4f4f4f4f4f4fea5,valid
01,165609,17:6:1:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286e9f4f4f4f4f4f4f4f4feee,valid
05,166048,17:6:2:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a0f4f4f4f4f4f4f4f4fec4,valid
06,4027,17:6:2:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbbf4f4f4f4f4f4f4f4fe26,valid
08,4150,17:6:2:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001036f4f4f4f4f4f4f4f4feee,valid
03,165388,17:6:2:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860cf4f4f4f4f4f4f4f4fe1e,valid
07,4077,17:6:2:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000fedf4f4f4f4f4f4f4f4fed9,valid
04,165722,17:6:2:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875af4f4f4f4f4f4f4f4fe79,valid
0a,1641,17:6:2:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000669f4f4f4f4f4f4f4f4feda,valid
02,165873,17:6:2:46,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f1f4f4f4f4f4f4f4f4fe3e,valid
09,4152,17:6:2:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001038f4f4f4f4f4f4f4f4fea4,valid
01,165610,17:6:2:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286eaf4f4f4f4f4f4f4f4feed,valid
05,166049,17:6:2:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a1f4f4f4f4f4f4f4f4fec3,valid
06,4028,17:6:2:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbcf4f4f4f4f4f4f4f4fe25,valid
08,4151,17:6:2:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001037f4f4f4f4f4f4f4f4feed,valid
03,165389,17:6:2:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860df4f4f4f4f4f4f4f4fe1d,valid
07,4078,17:6:2:82,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000feef4f4f4f4f4f4f4f4fed8,valid
04,165723,17:6:2:87,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875bf4f4f4f4f4f4f4f4fe78,valid
0a,1642,17:6:2:95,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066af4f4f4f4f4f4f4f4fed9,valid
02,165874,17:6:3:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f2f4f4f4f4f4f4f4f4fe3d,valid
09,4153,17:6:3:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001039f4f4f4f4f4f4f4f4fea3,valid
01,165611,17:6:3:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286ebf4f4f4f4f4f4f4f4feec,valid
05,166050,17:6:3:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a2f4f4f4f4f4f4f4f4fec2,valid
06,4029,17:6:3:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbdf4f4f4f4f4f4f4f4fe24,valid
08,4152,17:6:3:27,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001038f4f4f4f4f4f4f4f4feec,valid
03,165390,17:6:3:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860ef4f4f4f4f4f4f4f4fe1c,valid
07,4079,17:6:3:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000feff4f4f4f4f4f4f4f4fed7,valid
04,165724,17:6:3:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875cf4f4f4f4f4f4f4f4fe77,valid
0a,1643,17:6:3:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066bf4f4f4f4f4f4f4f4fed8,valid
02,165875,17:6:3:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f3f4f4f4f4f4f4f4f4fe3c,valid
09,4154,17:6:3:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103af4f4f4f4f4f4f4f4fea2,valid
01,165612,17:6:3:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286ecf4f4f4f4f4f4f4f4feeb,valid
05,166051,17:6:3:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a3f4f4f4f4f4f4f4f4fec1,valid
06,4030,17:6:3:73,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbef4f4f4f4f4f4f4f4fe23,valid
08,4153,17:6:3:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001039f4f4f4f4f4f4f4f4feeb,valid
03,165391,17:6:3:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302860ff4f4f4f4f4f4f4f4fe1b,valid
07,4080,17:6:3:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff0f4f4f4f4f4f4f4f4fed6,valid
04,165725,17:6:3:94,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875df4f4f4f4f4f4f4f4fe76,valid
0a,1644,17:6:4:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066cf4f4f4f4f4f4f4f4fed7,valid
02,165876,17:6:4:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f4f4f4f4f4f4f4f4f4fe3b,valid
09,4155,17:6:4:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103bf4f4f4f4f4f4f4f4fea1,valid
01,165613,17:6:4:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286edf4f4f4f4f4f4f4f4feea,valid
05,166052,17:6:4:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a4f4f4f4f4f4f4f4f4fec0,valid
06,4031,17:6:4:27,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fbff4f4f4f4f4f4f4f4fe22,valid
08,4154,17:6:4:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103af4f4f4f4f4f4f4f4feea,valid
03,165392,17:6:4:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028610f4f4f4f4f4f4f4f4fe1a,valid
07,4081,17:6:4:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff1f4f4f4f4f4f4f4f4fed5,valid
04,165726,17:6:4:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875ef4f4f4f4f4f4f4f4fe75,valid
0a,1645,17:6:4:55,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066df4f4f4f4f4f4f4f4fed6,valid
02,165877,17:6:4:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f5f4f4f4f4f4f4f4f4fe3a,valid
09,4156,17:6:4:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103cf4f4f4f4f4f4f4f4fea0,valid
01,165614,17:6:4:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286eef4f4f4f4f4f4f4f4fee9,valid
05,166053,17:6:4:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a5f4f4f4f4f4f4f4f4febf,valid
06,4032,17:6:4:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc0f4f4f4f4f4f4f4f4fe21,valid
08,4155,17:6:4:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103bf4f4f4f4f4f4f4f4fee9,valid
,0,17:6:4:92,0s,,7e001a90007d33a2004106845fe55801ff0302867d31f4f4f4f4f4f4f4f4fe,invalid
07,4082,17:6:4:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff2f4f4f4f4f4f4f4f4fed4,valid
04,165727,17:6:5:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402875ff4f4f4f4f4f4f4f4fe74,valid
0a,1646,17:6:5:82,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066ef4f4f4f4f4f4f4f4fed5,valid
02,165878,17:6:5:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f6f4f4f4f4f4f4f4f4fe39,valid
09,4157,17:6:5:50,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103df4f4f4f4f4f4f4f4fe9f,valid
01,165615,17:6:5:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286eff4f4f4f4f4f4f4f4fee8,valid
05,166054,17:6:5:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a6f4f4f4f4f4f4f4f4febe,valid
08,4156,17:6:5:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103cf4f4f4f4f4f4f4f4fee8,valid
03,165394,17:6:5:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028612f4f4f4f4f4f4f4f4fe18,valid
07,4083,17:6:5:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff3f4f4f4f4f4f4f4f4fed3,valid
04,165728,17:6:5:74,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028760f4f4f4f4f4f4f4f4fe73,valid
0a,1647,17:6:5:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00066ff4f4f4f4f4f4f4f4fed4,valid
02,165879,17:6:5:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f7f4f4f4f4f4f4f4f4fe38,valid
09,4158,17:6:5:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103ef4f4f4f4f4f4f4f4fe9e,valid
01,165616,17:6:5:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f0f4f4f4f4f4f4f4f4fee7,valid
05,166055,17:6:5:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a7f4f4f4f4f4f4f4f4febd,valid
08,4157,17:6:5:94,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103df4f4f4f4f4f4f4f4fee7,valid
,0,17:6:5:97,0s,,7e001a90007d33a2004106845fe55801ff0302867d33f4f4f4f4f4f4f4f4fe,invalid
07,4084,17:6:6:40,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff4f4f4f4f4f4f4f4f4fed2,valid
04,165729,17:6:6:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028761f4f4f4f4f4f4f4f4fe72,valid
0a,1648,17:6:6:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000670f4f4f4f4f4f4f4f4fed3,valid
02,165880,17:6:6:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f8f4f4f4f4f4f4f4f4fe37,valid
09,4159,17:6:6:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff0900103ff4f4f4f4f4f4f4f4fe9d,valid
01,165617,17:6:6:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f1f4f4f4f4f4f4f4f4fee6,valid
05,166056,17:6:6:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a8f4f4f4f4f4f4f4f4febc,valid
08,4158,17:6:6:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103ef4f4f4f4f4f4f4f4fee6,valid
03,165396,17:6:6:50,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028614f4f4f4f4f4f4f4f4fe16,valid
07,4085,17:6:6:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff5f4f4f4f4f4f4f4f4fed1,valid
04,165730,17:6:6:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028762f4f4f4f4f4f4f4f4fe71,valid
0a,1649,17:6:6:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000671f4f4f4f4f4f4f4f4fed2,valid
02,165881,17:6:6:73,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287f9f4f4f4f4f4f4f4f4fe36,valid
09,4160,17:6:6:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001040f4f4f4f4f4f4f4f4fe9c,valid
01,165618,17:6:6:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f2f4f4f4f4f4f4f4f4fee5,valid
05,166057,17:6:6:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288a9f4f4f4f4f4f4f4f4febb,valid
06,4036,17:6:6:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc4f4f4f4f4f4f4f4f4fe1d,valid
08,4159,17:6:7:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff0800103ff4f4f4f4f4f4f4f4fee5,valid
03,165397,17:6:7:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028615f4f4f4f4f4f4f4f4fe15,valid
07,4086,17:6:7:13,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff6f4f4f4f4f4f4f4f4fed0,valid
04,165731,17:6:7:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028763f4f4f4f4f4f4f4f4fe70,valid
0a,1650,17:6:7:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000672f4f4f4f4f4f4f4f4fed1,valid
02,165882,17:6:7:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287faf4f4f4f4f4f4f4f4fe35,valid
09,4161,17:6:7:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001041f4f4f4f4f4f4f4f4fe9b,valid
01,165619,17:6:7:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f3f4f4f4f4f4f4f4f4fee4,valid
05,166058,17:6:7:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288aaf4f4f4f4f4f4f4f4feba,valid
06,4037,17:6:7:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc5f4f4f4f4f4f4f4f4fe1c,valid
08,4160,17:6:7:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001040f4f4f4f4f4f4f4f4fee4,valid
03,165398,17:6:7:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028616f4f4f4f4f4f4f4f4fe14,valid
07,4087,17:6:7:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff7f4f4f4f4f4f4f4f4fecf,valid
04,165732,17:6:7:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028764f4f4f4f4f4f4f4f4fe6f,valid
0a,1651,17:6:7:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000673f4f4f4f4f4f4f4f4fed0,valid
02,165883,17:6:7:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287fbf4f4f4f4f4f4f4f4fe34,valid
09,4162,17:6:7:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001042f4f4f4f4f4f4f4f4fe9a,valid
01,165620,17:6:7:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f4f4f4f4f4f4f4f4f4fee3,valid
05,166059,17:6:7:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288abf4f4f4f4f4f4f4f4feb9,valid
06,4038,17:6:8:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc6f4f4f4f4f4f4f4f4fe1b,valid
08,4161,17:6:8:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001041f4f4f4f4f4f4f4f4fee3,valid
03,165399,17:6:8:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028617f4f4f4f4f4f4f4f4fe7d,valid
,0,17:6:8:19,0s,,337e001a90007d33a200416756dd2a3b01ff07000ff8f4f4f4f4f4f4f4f4fe,invalid
04,165733,17:6:8:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028765f4f4f4f4f4f4f4f4fe6e,valid
0a,1652,17:6:8:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000674f4f4f4f4f4f4f4f4fecf,valid
02,165884,17:6:8:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287fcf4f4f4f4f4f4f4f4fe33,valid
09,4163,17:6:8:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001043f4f4f4f4f4f4f4f4fe99,valid
01,165621,17:6:8:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f5f4f4f4f4f4f4f4f4fee2,valid
05,166060,17:6:8:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288acf4f4f4f4f4f4f4f4feb8,valid
06,4039,17:6:8:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc7f4f4f4f4f4f4f4f4fe1a,valid
08,4162,17:6:8:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001042f4f4f4f4f4f4f4f4fee2,valid
03,165400,17:6:8:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028618f4f4f4f4f4f4f4f4fe12,valid
07,4089,17:6:8:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ff9f4f4f4f4f4f4f4f4fecd,valid
04,165734,17:6:8:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028766f4f4f4f4f4f4f4f4fe6d,valid
0a,1653,17:6:8:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000675f4f4f4f4f4f4f4f4fece,valid
02,165885,17:6:8:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287fdf4f4f4f4f4f4f4f4fe32,valid
09,4164,17:6:8:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001044f4f4f4f4f4f4f4f4fe98,valid
01,165622,17:6:8:95,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f6f4f4f4f4f4f4f4f4fee1,valid
05,166061,17:6:8:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288adf4f4f4f4f4f4f4f4feb7,valid
06,4040,17:6:9:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc8f4f4f4f4f4f4f4f4fe19,valid
08,4163,17:6:9:14,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001043f4f4f4f4f4f4f4f4fee1,valid
03,165401,17:6:9:18,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028619f4f4f4f4f4f4f4f4fe7d,valid
,0,17:6:9:23,0s,,317e001a90007d33a200416756dd2a3b01ff07000ffaf4f4f4f4f4f4f4f4fe,invalid
04,165735,17:6:9:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028767f4f4f4f4f4f4f4f4fe6c,valid
0a,1654,17:6:9:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000676f4f4f4f4f4f4f4f4fecd,valid
02,165886,17:6:9:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020287fef4f4f4f4f4f4f4f4fe31,valid
09,4165,17:6:9:46,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09001045f4f4f4f4f4f4f4f4fe97,valid
01,165623,17:6:9:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010286f7f4f4f4f4f4f4f4f4fee0,valid
05,166062,17:6:9:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050288aef4f4f4f4f4f4f4f4feb6,valid
06,4041,17:6:9:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000fc9f4f4f4f4f4f4f4f4fe18,valid
08,4164,17:6:9:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08001044f4f4f4f4f4f4f4f4fee0,valid
03,165402,17:6:9:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302861af4f4f4f4f4f4f4f4fe10,valid
07,4091,17:6:9:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000ffbf4f4f4f4f4f4f4f4fecb,valid
04,165736,17:6:9:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028768f4f4f4f4f4f4f4f4fe6b,valid
0a,1655,17:6:9:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000677f4f4f4f4f4f4f4f4fecc,valid
